# Metadata,# In some references the name of the compilation author is mentioned,,,,,,,,,,,,,,,,,,,,,,,,,
Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,,
,,33.49,-116.6,32,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.49,-105.46,52,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.5,-116.6,31,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.52,-116.43,27,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.55,-117.66,27,,2.06,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.55,-116.61,31,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.56,-116.53,25,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.57,-116.74,32,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.57,-116.67,31,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.57,-85.11,54,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.58,-117.26,32,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.58,-116.45,28,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.6,-117.2,31,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.6,-116.6,31,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.6,-105.59,44,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,29,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,29,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,29,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.65,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,29,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,28,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.46,30,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.45,30,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.45,30,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.45,30,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.45,30,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.61,-116.45,30,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.62,-116.68,24,,2.09,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.62,-116.47,30,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.63,-116.85,32,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.63,-116.44,29,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.64,-116.75,29,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.64,-109.32,38,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.65,-117.01,33,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.65,-117.01,33,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.65,-116.81,34,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.65,-116.74,32,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.65,-111.01,32,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.66,-116.59,34,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.66,-115.45,26,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.66,-82.39,38,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.67,-116.77,32,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.67,-116.71,27,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.69,-93.11,27,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.7,-110.84,32,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.71,-118.29,24,,1.63,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.71,-116.71,33,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.71,-116.71,32,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.73,-116.77,22,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.73,-116.73,25,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.73,-105.74,52,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.73,-83.91,45,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.73,-82.45,39,,1.65,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.74,-118.4,20,,1.91,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.74,-118.4,20,,1.96,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.75,-114.52,25,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.76,-116.73,32,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.77,-98.46,50,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.77,-82.49,37,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.77,-82.49,37,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.78,-110.03,37,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.78,-82.49,38,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.78,-82.49,37,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.78,-82.49,38,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.78,-82.49,37,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.79,-82.52,37,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.79,-81.3,36,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.81,-113.83,30,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.84,-105.87,39,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.84,-91.79,43,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-101.67,47,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-86.41,46,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-86.41,44,,1.9,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-84.06,48,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-84.06,48,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-83.58,44,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-82.69,37,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-82.63,38,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.86,-78.67,36,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.87,-89.54,40,,1.62,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.87,-89.54,28,,1.93,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.88,-111.48,31,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.88,-103.16,48,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.88,-100.9,36,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.88,-92.61,26,,1.94,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.88,-88.86,43,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.89,-85.73,25,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.9,-96.28,37,,1.61,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.9,-87.85,32,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.9,-85.06,50,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.91,-108.38,40,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.91,-102.25,43,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.91,-97.04,32,,2.06,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.91,-90.93,32,,2.09,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.91,-87.17,43,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.91,-79.67,27,,2.03,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.91,-79.67,26,,2.06,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.92,-104.69,48,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.92,-103.82,35,,1.9,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.92,-91.77,32,,1.97,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.92,-81.53,36,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.93,-106.05,40,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.93,-105.44,48,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.93,-94.73,26,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-113,29,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-113,29,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-113,30,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-106.97,32,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-106.97,32,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-94.09,28,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-82.69,37,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.94,-81.86,36,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.95,-112.33,32,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.95,-106.01,41,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.96,-109.25,44,,1.62,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.96,-106.85,43,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.96,-106.85,35,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.96,-106.85,34,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.96,-100.26,46,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.96,-97.76,40,,1.94,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.96,-90.21,35,,1.96,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.97,-102.77,42,,1.83,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.97,-102.77,42,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.97,-83.74,44,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.98,-95.62,36,,1.98,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.98,-85.99,41,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.99,-97.18,37,,1.61,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.99,-78.87,30,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,33.99,-78.87,30,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34,-119.64,44,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34,-118.01,31,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34,-116,28,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34,-99.44,27,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34,-97.27,52,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34,-78.22,29,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34,-78.22,29,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.01,-118,28,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.01,-107.67,40,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.01,-98.63,27,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.01,-97.08,46,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.01,-93.28,34,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.02,-118.29,53,,2.08,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.02,-118.29,38,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.02,-80.98,35,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.02,-80.39,32,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.02,-80.39,31,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.03,-79.36,31,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.04,-82.83,36,,1.67,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.05,-106.12,40,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.06,-97.24,70,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.07,-106.94,40,,1.62,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.07,-106.92,39,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.07,-106.92,56,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.08,-106.92,39,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.09,-82.9,36,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.1,-117.1,33,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.11,-119.07,29,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.11,-118.45,28,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.11,-117.1,32,,1.9,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.14,-118.63,27,,2,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.15,-118.17,26,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.15,-118.17,25,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.15,-81.2,34,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.16,-118.82,25,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.16,-115.15,28,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.16,-82.97,52,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.17,-118.19,27,,2.02,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.17,-106.26,36,,1.86,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.18,-83.85,44,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.22,-118.06,27,,1.9,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.22,-80.71,34,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.23,-82.26,38,,1.69,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.23,-82.17,35,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.24,-117.66,30,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.25,-118.33,53,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.25,-83.03,40,,1.61,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.26,-116.92,29,,1.94,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.26,-106.36,39,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.28,-81.26,35,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.29,-83.17,31,,1.93,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.3,-114.14,28,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.33,-118.03,43,,1.62,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.34,-110.81,42,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.36,-97.47,31,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.38,-83.18,32,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.39,-106.52,38,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.4,-96.97,25,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.42,-111.44,38,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.42,-111.44,37,,1.7,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.42,-111.44,37,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.42,-99.29,49,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.42,-89.39,36,,1.62,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.43,-109.29,42,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.44,-119.71,28,,1.93,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.44,-119.71,28,,1.94,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-107.79,44,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-101.7,44,,1.91,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-100.87,48,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-98.24,25,,1.84,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-98.24,70,,1.66,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-87.05,45,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-87.05,45,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.45,-83.28,46,,1.64,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.46,-85.65,46,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.46,-80.09,34,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.47,-112.89,32,,1.71,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.47,-81.63,37,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.48,-118.12,31,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.48,-81.86,31,,1.85,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.49,-112.24,35,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.49,-92.83,36,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.49,-92.83,26,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.49,-92.51,26,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.49,-81.03,36,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.5,-90.15,34,,1.96,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.5,-83.3,43,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.51,-94.11,25,,1.64,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.51,-89.41,34,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.51,-86.33,49,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.52,-102.2,34,,1.95,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.52,-90.88,55,,1.9,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.52,-87.86,47,,1.8,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.53,-109.95,42,,1.76,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.53,-109.95,66,,1.65,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.53,-109.95,42,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.53,-104.66,43,,1.77,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.53,-101.41,33,,2.1,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.54,-108.5,41,,1.78,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.54,-106.7,54,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.54,-98.5,41,,1.81,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.54,-85.61,47,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-117.43,28,,2,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-103.81,38,,1.92,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-97.37,26,,1.64,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-97.37,40,,1.89,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-93.58,27,,1.82,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-91.63,30,,2.07,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-82.37,55,,1.6,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-79.34,36,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.55,-79.34,36,,1.72,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.56,-117.33,32,,1.68,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.56,-105.43,52,,1.64,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,34.56,-88.58,28,,1.75,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
