Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,Unnamed: 25,Unnamed: 26
,,-14.669,-74.405,63.9,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.651,-74.198,61.3,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.649,-70.75,71.5,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.649,-45.657,42.6,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-14.645,-73.757,70.1,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.623,-73.964,72.6,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.613,-70.788,74.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.61,-73.647,74.6,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.605,-73.997,66.8,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.603,-74.273,62.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.602,-73.572,66.7,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.594,-70.853,71.4,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.58,-75.36,44.9,,-,,,,,,,,,GSC_global_database,95O.2,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,-14.559,-73.468,62.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.558,-73.468,66.3,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.55,-73.36,68.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.538,-70.883,65.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.52,-73.277,68.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.496,-70.94,66.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.483,-70.989,72.4,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.474,-71.045,73.1,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.45,-71.074,72.6,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.435,-67.539,38.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.428,-73.206,59.7,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.405,-71.132,70.5,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.37,131.58,40.0,,-,,,,,,,,,GSC_global_database,80H.1,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,-14.362,-71.156,67.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.331,-71.194,73.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.28,-71.229,72.9,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.266,-45.975,42.3,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-14.242,-71.265,73.9,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.24,-45.96,41.9,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-14.21,-72.61,61.0,,-,,,,,,,,,America_South,McGlashan2008,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.201,-71.314,76.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.186,-71.37,78.3,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.174,-73.323,61.7,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.145,-67.887,44.5,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.142,-71.403,73.8,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.099,-71.434,72.5,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.043,-71.448,68.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.039,-73.299,62.8,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-14.038,-73.229,63.6,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.985,-71.486,75.3,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.962,-73.181,65.7,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.959,-46.335,42.0,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.95,-48.07,42.2,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.941,-73.102,65.7,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.94,-46.31,40.2,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.881,-73.057,64.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.871,-71.519,72.9,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.849,-72.979,65.1,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.826,-71.506,69.5,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.814,-47.377,41.99,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-13.807,-46.877,40.4,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.8,-47.45,41.1,,1.69,,,,,,,,,America_South,Soares2006,Stephenson 2024,RF_other,-,,,,,,,
,,-13.8,-47.375,41.8,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.8,-47.36,41.8,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.8,-47.27,37.9,,1.69,,,,,,,,,America_South,Soares2006,Stephenson 2024,RF_other,-,,,,,,,
,,-13.78,-71.575,67.9,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.776,-72.942,67.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.774,-49.162,39.0,,-,,,,,,,,,America_South,Rivadeneyra2019,Stephenson 2024,RF_other,-,,,,,,,
,,-13.768,-68.12,40.4,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-13.757,-47.224,39.93,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-13.737,-71.599,78.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.73,-46.69,37.7,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.688,-71.624,70.4,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.67,-72.926,73.8,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.659,-71.685,74.3,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.6426,48.4537,33.0,,-,,,,,,,,,Africa,Andriampenomanana2017,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-13.633,-47.795,44.3,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.624,-72.877,69.6,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.62,-47.77,41.6,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.615,-71.723,71.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.61,-72.03,70.0,,-,,,,,,,,,America_South,McGlashan2008,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.6,-71.771,75.4,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.572,-71.824,70.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.555,-72.738,74.5,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.552,-72.796,75.8,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.551,-72.608,77.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.55,-71.886,69.3,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.547,-48.578,37.8,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.53,-48.09,44.5,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.527,-71.942,71.9,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.52,-48.21,37.1,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.505,-72.504,70.0,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.5,-48.35,38.5,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.495,-72.166,76.7,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.487,-72.249,74.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.481,-72.445,75.2,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.48,-67.0,40.0,,-,,,,,,,,,GSC_global_database,71J.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.479,-72.089,74.8,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.443,-72.344,75.6,,-,,,,,,,,,America_South,Phillips2012,Stephenson 2024,RF_other,forward_model,,,,,,,
,,-13.432,-44.582,40.1,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-13.42,-48.73,37.0,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.4,-70.0,40.0,,-,,,,,,,,,GSC_global_database,71J.1,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.391,-48.874,37.3,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.35,-49.24,33.6,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.33,-49.29,36.3,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.33,-49.079,36.41,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-13.307,-50.256,42.0,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.265,-49.713,43.4,,-,,,,,,,,,America_South,Soares2006,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.24,-49.69,37.9,,-,,,,,,,,,America_South,Berrocal2004,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-13.099,-48.29,39.5,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-12.874,-69.714,40.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-12.58,-39.18,36.0,,1.78,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-12.55,-38.77,39.5,,1.73,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-12.531,-39.124,38.23,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-12.53,-39.12,38.5,,1.72,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-12.2825,49.3606,18.0,,-,,,,,,,,,Africa,Andriampenomanana2017,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-12.21,-39.26,40.0,,-,,,,,,,,,GSC_global_database,84K.2,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,-12.1,-39.07,45.0,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-11.84,130.81,43.93,,-,,,,,,,,,GSC_global_database,80H.4,Stephenson 2024,Refraction,S_unreversed,,,,,,,
,,-11.61,-56.75,15.0,,-,,,,,,,,,GSC_global_database,09B.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-11.42,130.64,31.41,,-,,,,,,,,,GSC_global_database,78H.3,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,-11.24,-39.33,41.0,,1.7,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-11.24,-38.78,32.7,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-11.095,-73.592,34.8,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-10.99,-37.78,33.5,,1.75,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-10.84,-40.19,43.5,,1.68,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-10.73,-37.19,42.5,,1.63,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-10.59,150.55,32.5,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-10.58,-49.03,35.0,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_other,-,,,,,,,
,,-10.458,-75.163,54.2,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-10.43,-38.78,44.0,,1.81,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-10.41,150.33,32.5,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-10.38,-38.48,32.7,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-10.28,-36.79,33.9,,-,,,,,,,,,GSC_global_database,18P.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-10.24,150.84,35.0,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-9.97,151.17,20.0,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-9.892,-75.474,45.5,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-9.8,-37.77,36.0,,1.68,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-9.72,150.76,27.5,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-9.69,-36.24,36.2,,-,,,,,,,,,GSC_global_database,15A.3,Stephenson 2024,RF_other,unknown,,,,,,,
,,-9.66,-36.27,36.0,,1.72,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-9.64,-38.41,41.5,,1.79,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-9.54,-40.18,43.0,,-,,,,,,,,,GSC_global_database,88B.1,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,-9.44,150.77,23.0,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-9.39,150.36,27.5,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-9.36,-38.12,37.0,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-9.29,32.77,43.8,,-,,,,,,,,,Africa,Tugume2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-9.2,-63.183,50.5,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-9.15,-39.05,40.0,,1.65,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-9.12,-38.06,36.0,,1.72,,,,,,,,,America_South,Doring2022,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-9.1,152.72,40.0,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-9.038,-37.045,34.2,,1.79,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.957,-36.702,39.6,,1.68,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.93,-37.98,35.0,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-8.85,34.83,39.1,,-,,,,,,,,,Africa,Tugume2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.817,-36.037,37.4,,1.73,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.8,-63.35,44.9,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.793,-75.695,40.0,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.785,-37.341,40.0,,1.73,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.679,-35.127,30.6,,1.68,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.5181,140.4141,27.0,,-,,,,,,,,,Asia_Southeast,Harsoni2021,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-8.51,151.09,40.0,,-,,,,,,,,,SE_Asia,Abers2002,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-8.434,-74.663,44.0,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.43,-35.936,36.1,,1.76,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.43,-35.836,34.4,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.39,-73.932,42.1,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.38,-35.35,34.5,,-,,,,,,,,,GSC_global_database,15D.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-8.351,-36.551,36.6,,1.74,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.351,-36.55,36.5,,1.74,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.326,-37.473,36.5,,1.71,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.24,-37.74,40.0,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-8.228,-35.64,35.4,,1.72,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.227,-35.64,35.1,,1.72,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.207,-76.508,48.7,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.199,-38.431,38.6,,1.78,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.177,-36.01,34.31,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.177,-36.009,33.85,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.176,-36.01,35.0,,1.75,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-8.11,-40.43,38.3,,-,,,,,,,,,GSC_global_database,84K.2,Stephenson 2024,Refraction,P_unreversed,,,,,,,
,,-8.08,-35.69,33.7,,-,,,,,,,,,GSC_global_database,15D.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-7.95,31.62,44.6,,-,,,,,,,,,Africa,Tugume2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.906,-37.377,35.5,,1.71,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.902,-74.75,38.6,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.9,-37.6,35.3,,-,,,,,,,,,GSC_global_database,15A.3,Stephenson 2024,RF_other,unknown,,,,,,,
,,-7.836,-76.328,47.8,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.784,108.449,34.75,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-7.78,-36.02,31.5,,-,,,,,,,,,GSC_global_database,15D.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-7.76,35.67,39.4,,-,,,,,,,,,Africa,Tugume2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.76,35.75,40.9,,-,,,,,,,,,Africa,Tugume2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.651,-74.793,37.0,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.646,-37.86,39.3,,1.7,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.627,-76.694,45.7,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.569,-35.233,31.2,,1.76,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.5557,107.8153,29.8,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-7.52,-37.49,34.5,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-7.48,-36.36,33.0,,-,,,,,,,,,GSC_global_database,15D.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-7.418,-74.945,33.0,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.4,36.99,37.2,,-,,,,,,,,,Africa,Tugume2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.33,109.71,30.0,,-,,,,,,,,,SE_Asia,Ariyanto2021,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-7.309,107.1296,28.5,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-7.305,-35.772,32.6,,1.74,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.18,-36.69,33.0,,-,,,,,,,,,GSC_global_database,15D.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-7.008,-36.381,32.3,,1.71,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-7.0053,106.5563,33.0,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-7.0,-36.24,31.0,,-,,,,,,,,,GSC_global_database,15A.3,Stephenson 2024,RF_other,unknown,,,,,,,
,,-6.88,-37.02,32.0,,-,,,,,,,,,GSC_global_database,15D.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-6.8333,107.616699,33.4,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-6.828,-35.114,31.8,,1.7,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-6.79,-37.23,33.0,,-,,,,,,,,,America_South,deLima2015,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-6.782,-35.644,29.6,,-,,,,,,,,,America_South,Assumpcao2013,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-6.781,-35.744,32.5,,1.74,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-6.7344,108.2631,30.66666667,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-6.6981,106.9349,34.33333333,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-6.679,-37.546,32.2,,1.77,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-6.678,-37.546,32.4,,1.76,,,,,,,,,America_South,Luz2015,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-6.6134,105.69,34.0,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-6.57,-37.35,30.7,,-,,,,,,,,,GSC_global_database,15D.2,Stephenson 2024,Refraction,P_reversed,,,,,,,
,,-6.5538,106.7497,37.0,,-,,,,,,,,,Asia_Southeast,Anggono2020,Stephenson 2024,RF_other,RF_inversion,,,,,,,
